seed,K,rank_constraint,cross_cov_rank,rank_formula,coefficient_rank,factorized_rank,relative_factorization_error,rrr_mse,factored_mse,ols_mse,factorized_loss_gap,rrr_ols_gap
4,48,24,24,24,24,24,1.8283658076659836e-15,4.288884136599703,4.2888841365997035,4.288884136588797,8.881784197001252e-16,1.0905942815497838e-11
5,2,2,2,2,2,2,6.324605998569791e-16,24.6966796586697,24.6966796586697,24.696679658784607,0.0,-1.149054185134446e-10
5,2,4,2,2,2,2,6.324605998569791e-16,24.6966796586697,24.6966796586697,24.696679658784607,0.0,-1.149054185134446e-10
5,2,8,2,2,2,2,6.324605998569791e-16,24.6966796586697,24.6966796586697,24.696679658784607,0.0,-1.149054185134446e-10
5,2,16,2,2,2,2,6.324605998569791e-16,24.6966796586697,24.6966796586697,24.696679658784607,0.0,-1.149054185134446e-10
5,2,24,2,2,2,2,6.324605998569791e-16,24.6966796586697,24.6966796586697,24.696679658784607,0.0,-1.149054185134446e-10
5,4,2,4,2,2,2,5.326693586310177e-16,465.36629766104375,465.36629766104375,18.685716292108665,0.0,446.68058136893507
5,4,4,4,4,4,4,8.034156984681238e-16,18.685716291818036,18.685716291818036,18.685716292108665,0.0,-2.90629742494275e-10
5,4,8,4,4,4,4,8.034156984681238e-16,18.685716291818036,18.685716291818036,18.685716292108665,0.0,-2.90629742494275e-10
5,4,16,4,4,4,4,8.034156984681238e-16,18.685716291818036,18.685716291818036,18.685716292108665,0.0,-2.90629742494275e-10
5,4,24,4,4,4,4,8.034156984681238e-16,18.685716291818036,18.685716291818036,18.685716292108665,0.0,-2.90629742494275e-10
5,8,2,8,2,2,2,5.823036702809247e-16,406.59927226814585,406.59927226814585,11.854445382668686,0.0,394.74482688547715
5,8,4,8,4,4,4,7.448855349600262e-16,185.2485999577459,185.2485999577459,11.854445382668686,0.0,173.3941545750772
5,8,8,8,8,8,8,1.1560336272165054e-15,11.854445382643869,11.854445382643867,11.854445382668686,-1.7763568394002505e-15,-2.48174814032609e-11
5,8,16,8,8,8,8,1.1560336272165054e-15,11.854445382643869,11.854445382643867,11.854445382668686,-1.7763568394002505e-15,-2.48174814032609e-11
5,8,24,8,8,8,8,1.1560336272165054e-15,11.854445382643869,11.854445382643867,11.854445382668686,-1.7763568394002505e-15,-2.48174814032609e-11
5,16,2,16,2,2,2,4.904655799911816e-16,234.2464539306056,234.2464539306056,6.3557540681465445,0.0,227.89069986245906
5,16,4,16,4,4,4,7.363112095676187e-16,121.99578458152895,121.99578458152895,6.3557540681465445,0.0,115.64003051338241
5,16,8,16,8,8,8,1.2944870434809685e-15,35.3433538007104,35.3433538007104,6.3557540681465445,0.0,28.987599732563858
5,16,16,16,16,16,16,1.6477853224972411e-15,6.355754068105199,6.355754068105197,6.3557540681465445,-1.7763568394002505e-15,-4.134559361546053e-11
5,16,24,16,16,16,16,1.6477853224972411e-15,6.355754068105199,6.355754068105197,6.3557540681465445,-1.7763568394002505e-15,-4.134559361546053e-11
5,24,2,24,2,2,2,5.585667083850568e-16,156.9278327514315,156.9278327514315,4.271266940249911,0.0,152.6565658111816
5,24,4,24,4,4,4,7.945777685488439e-16,82.91404342221061,82.91404342221061,4.271266940249911,0.0,78.6427764819607
5,24,8,24,8,8,8,1.6195848329982443e-15,25.137115663072816,25.137115663072816,4.271266940249911,0.0,20.865848722822903
5,24,16,24,16,16,16,1.3602931146046364e-15,5.654974183800725,5.654974183800725,4.271266940249911,0.0,1.3837072435508144
5,24,24,24,24,24,24,1.8830161131727985e-15,4.271266940222588,4.271266940222588,4.271266940249911,0.0,-2.7323032725234953e-11
5,32,2,24,2,2,2,1.038349125207342e-15,157.0656841102234,157.0656841102234,4.262849851406553,0.0,152.80283425881686
5,32,4,24,4,4,4,1.2761379727457716e-15,82.93875601536716,82.93875601536716,4.262849851406553,0.0,78.6759061639606
5,32,8,24,8,8,8,1.5036158613272345e-15,25.265614254037942,25.265614254037942,4.262849851406553,0.0,21.00276440263139
5,32,16,24,16,16,16,1.7640966515410187e-15,5.6419630676651735,5.641963067665174,4.262849851406553,8.881784197001252e-16,1.3791132162586202
5,32,24,24,24,24,24,1.336411760500191e-15,4.2628498513672906,4.2628498513672906,4.262849851406553,0.0,-3.9262815221263736e-11
5,48,2,24,2,2,2,8.365579876112092e-16,156.18625146194043,156.18625146194043,4.262462033398426,0.0,151.923789428542
5,48,4,24,4,4,4,1.3189358169368662e-15,82.82562282753278,82.82562282753278,4.262462033398426,0.0,78.56316079413436
5,48,8,24,8,8,8,3.3572454642872534e-15,25.122474330972366,25.122474330972363,4.262462033398426,-3.552713678800501e-15,20.860012297573938
5,48,16,24,16,16,16,1.6609698957108732e-15,5.642933280820958,5.642933280820959,4.262462033398426,8.881784197001252e-16,1.3804712474225314
5,48,24,24,24,24,24,1.8208411186695936e-15,4.262462033454682,4.262462033454682,4.262462033398426,0.0,5.625544474696653e-11
6,2,2,2,2,2,2,5.583748192211595e-16,24.81123143228365,24.811231432283652,24.81123143180031,3.552713678800501e-15,4.833395905734506e-10
6,2,4,2,2,2,2,5.583748192211595e-16,24.81123143228365,24.811231432283652,24.81123143180031,3.552713678800501e-15,4.833395905734506e-10
6,2,8,2,2,2,2,5.583748192211595e-16,24.81123143228365,24.811231432283652,24.81123143180031,3.552713678800501e-15,4.833395905734506e-10
6,2,16,2,2,2,2,5.583748192211595e-16,24.81123143228365,24.811231432283652,24.81123143180031,3.552713678800501e-15,4.833395905734506e-10
6,2,24,2,2,2,2,5.583748192211595e-16,24.81123143228365,24.811231432283652,24.81123143180031,3.552713678800501e-15,4.833395905734506e-10
6,4,2,4,2,2,2,6.732519693692687e-16,464.36798325533107,464.36798325533107,18.789762476297817,0.0,445.57822077903324
6,4,4,4,4,4,4,1.049317203403744e-15,18.789762476100584,18.789762476100584,18.789762476297817,0.0,-1.972324525922886e-10
6,4,8,4,4,4,4,1.049317203403744e-15,18.789762476100584,18.789762476100584,18.789762476297817,0.0,-1.972324525922886e-10
6,4,16,4,4,4,4,1.049317203403744e-15,18.789762476100584,18.789762476100584,18.789762476297817,0.0,-1.972324525922886e-10
6,4,24,4,4,4,4,1.049317203403744e-15,18.789762476100584,18.789762476100584,18.789762476297817,0.0,-1.972324525922886e-10
6,8,2,8,2,2,2,9.375632280466593e-16,401.3892312878713,401.3892312878713,11.954560976819879,0.0,389.43467031105143
6,8,4,8,4,4,4,8.644037629700954e-16,183.75750643995747,183.75750643995747,11.954560976819879,0.0,171.80294546313758
6,8,8,8,8,8,8,9.9835251712916e-16,11.954560976820396,11.954560976820398,11.954560976819879,1.7763568394002505e-15,5.169198402654729e-13
6,8,16,8,8,8,8,9.9835251712916e-16,11.954560976820396,11.954560976820398,11.954560976819879,1.7763568394002505e-15,5.169198402654729e-13
6,8,24,8,8,8,8,9.9835251712916e-16,11.954560976820396,11.954560976820398,11.954560976819879,1.7763568394002505e-15,5.169198402654729e-13
6,16,2,16,2,2,2,8.322013232600139e-16,232.63933903885152,232.63933903885155,6.394818419020827,2.842170943040401e-14,226.2445206198307
6,16,4,16,4,4,4,8.899852046794018e-16,121.44429944435423,121.44429944435423,6.394818419020827,0.0,115.0494810253334
6,16,8,16,8,8,8,1.1647296592393258e-15,35.44007695649297,35.44007695649297,6.394818419020827,0.0,29.045258537472147
6,16,16,16,16,16,16,1.934670823402833e-15,6.3948184190326245,6.394818419032625,6.394818419020827,8.881784197001252e-16,1.1797673948876763e-11
6,16,24,16,16,16,16,1.934670823402833e-15,6.3948184190326245,6.394818419032625,6.394818419020827,8.881784197001252e-16,1.1797673948876763e-11
6,24,2,24,2,2,2,8.368806405597533e-16,155.19470230884488,155.19470230884488,4.291359175758282,0.0,150.9033431330866
6,24,4,24,4,4,4,8.7707580925937e-16,82.21368905853683,82.21368905853683,4.291359175758282,0.0,77.92232988277854
6,24,8,24,8,8,8,1.4261314330993954e-15,24.932922710794475,24.932922710794482,4.291359175758282,7.105427357601002e-15,20.641563535036195
6,24,16,24,16,16,16,1.4550749232147239e-15,5.665576388132394,5.665576388132394,4.291359175758282,0.0,1.3742172123741128
6,24,24,24,24,24,24,1.5010101347473475e-15,4.2913591757928,4.291359175792801,4.291359175758282,8.881784197001252e-16,3.451816610322567e-11
6,32,2,24,2,2,2,8.977979298208618e-16,155.1358010976685,155.1358010976685,4.291032258932063,0.0,150.84476883873643
6,32,4,24,4,4,4,1.1260691604557259e-15,82.37019334969622,82.37019334969622,4.291032258932063,0.0,78.07916109076416
6,32,8,24,8,8,8,1.6495488858328898e-15,24.903179559373502,24.9031795593735,4.291032258932063,-3.552713678800501e-15,20.61214730044144
6,32,16,24,16,16,16,2.008500145126366e-15,5.6678006533747425,5.6678006533747425,4.291032258932063,0.0,1.3767683944426796
6,32,24,24,24,24,24,1.471988448892939e-15,4.291032258952452,4.291032258952453,4.291032258932063,8.881784197001252e-16,2.0389023802636075e-11
6,48,2,24,2,2,2,1.2580911045804758e-15,155.11835314276107,155.11835314276107,4.294665534453448,0.0,150.8236876083076
6,48,4,24,4,4,4,1.191506619636091e-15,82.51242326559817,82.51242326559817,4.294665534453448,0.0,78.21775773114473
6,48,8,24,8,8,8,1.6856280707006129e-15,25.11701246949909,25.11701246949909,4.294665534453448,0.0,20.822346935045644
6,48,16,24,16,16,16,2.0775129060869095e-15,5.645663048185427,5.645663048185427,4.294665534453448,0.0,1.3509975137319792
6,48,24,24,24,24,24,1.8869340083593556e-15,4.294665534448991,4.29466553444899,4.294665534453448,-8.881784197001252e-16,-4.4568793100552284e-12
7,2,2,2,2,2,2,3.534250502267322e-16,24.462888839764922,24.462888839764922,24.462888839553504,0.0,2.11418438311739e-10
7,2,4,2,2,2,2,3.534250502267322e-16,24.462888839764922,24.462888839764922,24.462888839553504,0.0,2.11418438311739e-10
7,2,8,2,2,2,2,3.534250502267322e-16,24.462888839764922,24.462888839764922,24.462888839553504,0.0,2.11418438311739e-10
7,2,16,2,2,2,2,3.534250502267322e-16,24.462888839764922,24.462888839764922,24.462888839553504,0.0,2.11418438311739e-10
7,2,24,2,2,2,2,3.534250502267322e-16,24.462888839764922,24.462888839764922,24.462888839553504,0.0,2.11418438311739e-10
7,4,2,4,2,2,2,3.12099525447413e-16,446.82630111800495,446.82630111800495,18.571356387427656,0.0,428.2549447305773
7,4,4,4,4,4,4,9.7263504234539e-16,18.57135638728651,18.571356387286514,18.571356387427656,3.552713678800501e-15,-1.411457617450651e-10
7,4,8,4,4,4,4,9.7263504234539e-16,18.57135638728651,18.571356387286514,18.571356387427656,3.552713678800501e-15,-1.411457617450651e-10
7,4,16,4,4,4,4,9.7263504234539e-16,18.57135638728651,18.571356387286514,18.571356387427656,3.552713678800501e-15,-1.411457617450651e-10
7,4,24,4,4,4,4,9.7263504234539e-16,18.57135638728651,18.571356387286514,18.571356387427656,3.552713678800501e-15,-1.411457617450651e-10
7,8,2,8,2,2,2,3.158841933823512e-16,406.8356806992309,406.8356806992309,11.783106386124715,0.0,395.0525743131062
7,8,4,8,4,4,4,9.527548532387304e-16,185.16610339875274,185.16610339875274,11.783106386124715,0.0,173.38299701262804
7,8,8,8,8,8,8,1.328597410672537e-15,11.783106386128441,11.783106386128443,11.783106386124715,1.7763568394002505e-15,3.7267966490617255e-12
7,8,16,8,8,8,8,1.328597410672537e-15,11.783106386128441,11.783106386128443,11.783106386124715,1.7763568394002505e-15,3.7267966490617255e-12
7,8,24,8,8,8,8,1.328597410672537e-15,11.783106386128441,11.783106386128443,11.783106386124715,1.7763568394002505e-15,3.7267966490617255e-12
7,16,2,16,2,2,2,3.0249291544417334e-16,230.2026461606657,230.2026461606657,6.3252423498053405,0.0,223.87740381086036
7,16,4,16,4,4,4,8.673853922684152e-16,121.71527443266945,121.71527443266945,6.3252423498053405,0.0,115.39003208286411
7,16,8,16,8,8,8,1.5184184363793267e-15,35.36955473027167,35.369554730271666,6.3252423498053405,-7.105427357601002e-15,29.044312380466334
7,16,16,16,16,16,16,2.022913453315784e-15,6.325242349822811,6.325242349822813,6.3252423498053405,1.7763568394002505e-15,1.7470469515501463e-11
7,16,24,16,16,16,16,2.022913453315784e-15,6.325242349822811,6.325242349822813,6.3252423498053405,1.7763568394002505e-15,1.7470469515501463e-11
7,24,2,24,2,2,2,3.1854297642419814e-16,156.62303830682245,156.62303830682245,4.226119771695397,0.0,152.39691853512704
7,24,4,24,4,4,4,1.0101033640459423e-15,82.74912204283292,82.74912204283292,4.226119771695397,0.0,78.52300227113753
7,24,8,24,8,8,8,1.4537148911914559e-15,24.931140792845493,24.931140792845493,4.226119771695397,0.0,20.705021021150095
7,24,16,24,16,16,16,1.817091201124331e-15,5.607213645657153,5.6072136456571515,4.226119771695397,-1.7763568394002505e-15,1.3810938739617562
7,24,24,24,24,24,24,1.7570273841918546e-15,4.226119771755613,4.226119771755614,4.226119771695397,8.881784197001252e-16,6.021583232040939e-11
7,32,2,24,2,2,2,7.399790202616287e-16,156.69029800693173,156.69029800693176,4.210624480887398,2.842170943040401e-14,152.47967352604434
7,32,4,24,4,4,4,1.3689225804279853e-15,83.60492522988038,83.60492522988038,4.210624480887398,0.0,79.39430074899298
7,32,8,24,8,8,8,1.2945989649757664e-15,25.068901789390868,25.068901789390868,4.210624480887398,0.0,20.85827730850347
7,32,16,24,16,16,16,1.893052756786447e-15,5.59188071070898,5.591880710708977,4.210624480887398,-3.552713678800501e-15,1.3812562298215827
7,32,24,24,24,24,24,1.77571462669287e-15,4.210624480838978,4.210624480838978,4.210624480887398,0.0,-4.841993472837203e-11
7,48,2,24,2,2,2,7.078535841834501e-16,156.54578494618008,156.5457849461801,4.213642592505454,2.842170943040401e-14,152.3321423536746
7,48,4,24,4,4,4,1.1809951086282217e-15,82.35874542978044,82.35874542978046,4.213642592505454,1.4210854715202004e-14,78.14510283727499
7,48,8,24,8,8,8,3.2285866190628002e-15,24.876689620147584,24.876689620147584,4.213642592505454,0.0,20.66304702764213
7,48,16,24,16,16,16,2.585142634744314e-15,5.597676760845476,5.597676760845477,4.213642592505454,8.881784197001252e-16,1.3840341683400226
7,48,24,24,24,24,24,1.5687349728762475e-15,4.213642592474848,4.213642592474847,4.213642592505454,-8.881784197001252e-16,-3.0605740164446615e-11
8,2,2,2,2,2,2,6.434013018984051e-16,24.322143285247094,24.32214328524709,24.322143284879587,-3.552713678800501e-15,3.67506913789839e-10
8,2,4,2,2,2,2,6.434013018984051e-16,24.322143285247094,24.32214328524709,24.322143284879587,-3.552713678800501e-15,3.67506913789839e-10
8,2,8,2,2,2,2,6.434013018984051e-16,24.322143285247094,24.32214328524709,24.322143284879587,-3.552713678800501e-15,3.67506913789839e-10
8,2,16,2,2,2,2,6.434013018984051e-16,24.322143285247094,24.32214328524709,24.322143284879587,-3.552713678800501e-15,3.67506913789839e-10
8,2,24,2,2,2,2,6.434013018984051e-16,24.322143285247094,24.32214328524709,24.322143284879587,-3.552713678800501e-15,3.67506913789839e-10
8,4,2,4,2,2,2,6.177088427898065e-16,463.727783139537,463.727783139537,18.457896640856077,0.0,445.26988649868093
8,4,4,4,4,4,4,1.5951066038388212e-15,18.45789664093295,18.457896640932955,18.457896640856077,3.552713678800501e-15,7.687361858188524e-11
8,4,8,4,4,4,4,1.5951066038388212e-15,18.45789664093295,18.457896640932955,18.457896640856077,3.552713678800501e-15,7.687361858188524e-11
8,4,16,4,4,4,4,1.5951066038388212e-15,18.45789664093295,18.457896640932955,18.457896640856077,3.552713678800501e-15,7.687361858188524e-11
8,4,24,4,4,4,4,1.5951066038388212e-15,18.45789664093295,18.457896640932955,18.457896640856077,3.552713678800501e-15,7.687361858188524e-11
8,8,2,8,2,2,2,7.367428290331337e-16,401.44540286643405,401.44540286643405,11.719543415978656,0.0,389.7258594504554
8,8,4,8,4,4,4,8.439223001360904e-16,182.57779700091865,182.57779700091865,11.719543415978656,0.0,170.85825358494
8,8,8,8,8,8,8,1.0452772103828133e-15,11.719543415933202,11.719543415933202,11.719543415978656,0.0,-4.545341880657361e-11
8,8,16,8,8,8,8,1.0452772103828133e-15,11.719543415933202,11.719543415933202,11.719543415978656,0.0,-4.545341880657361e-11
8,8,24,8,8,8,8,1.0452772103828133e-15,11.719543415933202,11.719543415933202,11.719543415978656,0.0,-4.545341880657361e-11
8,16,2,16,2,2,2,5.897522418913226e-16,233.1627380490213,233.1627380490213,6.305467262937512,0.0,226.8572707860838
8,16,4,16,4,4,4,9.552157975609669e-16,121.85973742762228,121.85973742762228,6.305467262937512,0.0,115.55427016468477
8,16,8,16,8,8,8,9.958269238375612e-16,35.86167193906963,35.86167193906964,6.305467262937512,7.105427357601002e-15,29.55620467613212
8,16,16,16,16,16,16,1.7216211880448102e-15,6.30546726294653,6.305467262946532,6.305467262937512,2.6645352591003757e-15,9.017675495215371e-12
8,16,24,16,16,16,16,1.7216211880448102e-15,6.30546726294653,6.305467262946532,6.305467262937512,2.6645352591003757e-15,9.017675495215371e-12
8,24,2,24,2,2,2,5.19116786927338e-16,157.0748379072153,157.0748379072153,4.2315639106859795,0.0,152.84327399652932
8,24,4,24,4,4,4,1.0268761457485891e-15,82.98935867239044,82.98935867239044,4.2315639106859795,0.0,78.75779476170446
8,24,8,24,8,8,8,1.152138239825648e-15,24.882312215239626,24.882312215239626,4.2315639106859795,0.0,20.650748304553645
8,24,16,24,16,16,16,1.6523417366174096e-15,5.595397172387938,5.595397172387938,4.2315639106859795,0.0,1.3638332617019584
8,24,24,24,24,24,24,1.6228796751214271e-15,4.23156391067685,4.231563910676848,4.2315639106859795,-1.7763568394002505e-15,-9.129585976097587e-12
8,32,2,24,2,2,2,1.0697259972091745e-15,155.85553521125024,155.85553521125027,4.239952899689951,2.842170943040401e-14,151.6155823115603
8,32,4,24,4,4,4,1.5139400130714044e-15,82.40388175733636,82.40388175733636,4.239952899689951,0.0,78.16392885764641
8,32,8,24,8,8,8,1.448642364461156e-15,24.957597354794643,24.95759735479464,4.239952899689951,-3.552713678800501e-15,20.717644455104693
8,32,16,24,16,16,16,2.2137821584075914e-15,5.615796829135836,5.615796829135836,4.239952899689951,0.0,1.3758439294458853
8,32,24,24,24,24,24,1.5846049669268914e-15,4.239952899705674,4.239952899705676,4.239952899689951,1.7763568394002505e-15,1.5723422563951317e-11
8,48,2,24,2,2,2,8.499549299967979e-16,156.6498851075829,156.6498851075829,4.245232409421728,0.0,152.40465269816116
8,48,4,24,4,4,4,1.1239032367056995e-15,82.66247106699564,82.66247106699564,4.245232409421728,0.0,78.4172386575739
8,48,8,24,8,8,8,1.1762509890023118e-15,25.014806540878023,25.014806540878027,4.245232409421728,3.552713678800501e-15,20.769574131456295
8,48,16,24,16,16,16,2.0264079680290323e-15,5.61234656674847,5.61234656674847,4.245232409421728,0.0,1.3671141573267418
8,48,24,24,24,24,24,1.8546220644351513e-15,4.245232409487471,4.2452324094874685,4.245232409421728,-2.6645352591003757e-15,6.574296662620327e-11
9,2,2,2,2,2,2,2.392780818645695e-16,24.5538811432433,24.553881143243302,24.553881142645622,3.552713678800501e-15,5.976765748982871e-10
9,2,4,2,2,2,2,2.392780818645695e-16,24.5538811432433,24.553881143243302,24.553881142645622,3.552713678800501e-15,5.976765748982871e-10
9,2,8,2,2,2,2,2.392780818645695e-16,24.5538811432433,24.553881143243302,24.553881142645622,3.552713678800501e-15,5.976765748982871e-10
9,2,16,2,2,2,2,2.392780818645695e-16,24.5538811432433,24.553881143243302,24.553881142645622,3.552713678800501e-15,5.976765748982871e-10
9,2,24,2,2,2,2,2.392780818645695e-16,24.5538811432433,24.553881143243302,24.553881142645622,3.552713678800501e-15,5.976765748982871e-10
9,4,2,4,2,2,2,1.9547288984033817e-16,459.385818939744,459.385818939744,18.75151420259231,0.0,440.6343047371517
9,4,4,4,4,4,4,9.465665823479387e-16,18.751514202551625,18.751514202551625,18.75151420259231,0.0,-4.0685677049623337e-11
9,4,8,4,4,4,4,9.465665823479387e-16,18.751514202551625,18.751514202551625,18.75151420259231,0.0,-4.0685677049623337e-11
9,4,16,4,4,4,4,9.465665823479387e-16,18.751514202551625,18.751514202551625,18.75151420259231,0.0,-4.0685677049623337e-11
9,4,24,4,4,4,4,9.465665823479387e-16,18.751514202551625,18.751514202551625,18.75151420259231,0.0,-4.0685677049623337e-11
9,8,2,8,2,2,2,2.295513628526711e-16,408.7027304860743,408.7027304860743,11.930612976356475,0.0,396.7721175097178
9,8,4,8,4,4,4,7.214230050122395e-16,185.14161468466597,185.14161468466597,11.930612976356475,0.0,173.21100170830948
9,8,8,8,8,8,8,9.633722396356103e-16,11.930612976352585,11.930612976352585,11.930612976356475,0.0,-3.8902214782865485e-12
9,8,16,8,8,8,8,9.633722396356103e-16,11.930612976352585,11.930612976352585,11.930612976356475,0.0,-3.8902214782865485e-12
9,8,24,8,8,8,8,9.633722396356103e-16,11.930612976352585,11.930612976352585,11.930612976356475,0.0,-3.8902214782865485e-12
9,16,2,16,2,2,2,2.383104017898109e-16,231.29693848375655,231.29693848375655,6.393854956033461,0.0,224.90308352772308
9,16,4,16,4,4,4,1.0410010604905608e-15,121.85680899491597,121.85680899491597,6.393854956033461,0.0,115.4629540388825
9,16,8,16,8,8,8,9.718958449944257e-16,35.254143225076994,35.254143225076994,6.393854956033461,0.0,28.860288269043533
9,16,16,16,16,16,16,2.2690500526374823e-15,6.393854956047776,6.393854956047779,6.393854956033461,2.6645352591003757e-15,1.4314771590306918e-11
9,16,24,16,16,16,16,2.2690500526374823e-15,6.393854956047776,6.393854956047779,6.393854956033461,2.6645352591003757e-15,1.4314771590306918e-11
9,24,2,24,2,2,2,2.239033252590251e-16,157.1464961220282,157.1464961220282,4.2868411668954085,0.0,152.85965495513278
9,24,4,24,4,4,4,6.513490970423282e-16,82.77701665319962,82.77701665319962,4.2868411668954085,0.0,78.49017548630421
9,24,8,24,8,8,8,9.39569459291792e-16,25.1522829230306,25.1522829230306,4.2868411668954085,0.0,20.86544175613519
9,24,16,24,16,16,16,1.1610357126683376e-15,5.65392100731697,5.653921007316968,4.2868411668954085,-1.7763568394002505e-15,1.3670798404215612
9,24,24,24,24,24,24,1.3851765782963062e-15,4.286841166883424,4.286841166883424,4.2868411668954085,0.0,-1.198419141701379e-11
9,32,2,24,2,2,2,5.841710428331682e-16,156.6115911841844,156.6115911841844,4.280558196383938,0.0,152.33103298780046
9,32,4,24,4,4,4,9.800534857671057e-16,82.41995710581166,82.41995710581166,4.280558196383938,0.0,78.13939890942773
9,32,8,24,8,8,8,1.2011847754581807e-15,24.888708646560957,24.888708646560953,4.280558196383938,-3.552713678800501e-15,20.60815045017702
9,32,16,24,16,16,16,2.1701215054499986e-15,5.632740757435929,5.63274075743593,4.280558196383938,8.881784197001252e-16,1.3521825610519915
9,32,24,24,24,24,24,1.9483567312131783e-15,4.280558196381929,4.2805581963819295,4.280558196383938,8.881784197001252e-16,-2.0090595853616833e-12
9,48,2,24,2,2,2,9.975695201127247e-16,155.0783394006185,155.0783394006185,4.286058239502245,0.0,150.79228116111625
9,48,4,24,4,4,4,1.063868522447711e-15,82.12613555693287,82.12613555693287,4.286058239502245,0.0,77.84007731743063
9,48,8,24,8,8,8,1.2711690369546414e-15,24.97972538147089,24.97972538147089,4.286058239502245,0.0,20.693667141968643
9,48,16,24,16,16,16,1.3638396505781202e-15,5.64352695656224,5.64352695656224,4.286058239502245,0.0,1.3574687170599944
9,48,24,24,24,24,24,1.8352071967143567e-15,4.286058239486597,4.2860582394865965,4.286058239502245,-8.881784197001252e-16,-1.5647927398276806e-11
